Mon	B	Mod	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	Comments
76	S	+	0	0	0	0	1	1	1	1	1	1	1	Medusa: Speed R4
76	O	+	0	1	1	1	2	2	2	3	3	3	4	"Medusa: Extra Shots +1/Three Ranks, +1 R10"
77	S	+	0	0	0	0	1	1	1	1	1	1	2	Medusa Queen: Speed R4/R10
77	a	#70	0	0	0	5	5	10	10	15	20	25	30	Medusa Queen: Petrify bonus R3/R5/R7/R8/R9/R10
77	O	+	0	1	1	1	2	2	2	3	3	3	4	"Medusa Queen: Extra Shots +1/3 Ranks, +1 R10"
78	S	+	0	0	0	0	1	1	1	1	1	1	2	Minotaur: Speed R4/R10
78	b	=	0	4	8	12	16	20	24	28	32	36	40	Minotaur: Reduces Enemy Defence 4%/Rank
79	S	+	0	0	0	0	1	1	1	1	1	1	2	Minotaur King: Speed R4/R10
79	s	#49	0	0	0	0	0	0	0	0	0	2	3	Minotaur King: Expert Mirth R5
80	S	+	0	0	0	0	1	1	1	1	1	1	2	Manticore: Speed R4/R10
80	c	#71	0	5	10	15	20	25	30	35	40	45	50	Manticore: Poison 5%/Rank
81	S	+	0	0	0	0	1	1	2	2	2	2	3	Scorpicore: Speed R4/R6/R10
81	R	+	0	0	0	0	0	0	0	0	0	1	2	Scorpicore: Extra Retaliations R5/R10
81	a	#74	0	0	0	0	0	5	5	10	10	15	20	Scorpicore: Paralyze bonus R5/R7/R9/R10
82	S	+	0	0	0	0	1	1	2	2	2	2	3	Red Dragon: Speed R4/R6/R10
82	c	#78	0	5	10	15	20	25	30	35	40	45	50	Red Dragon: Dispel Beneficial 5%/Rank
83	S	+	0	0	0	0	1	1	2	2	2	2	3	Black Dragon: Speed R4/R6/R10
83	c	#78	0	5	10	15	20	25	30	35	40	45	50	Black Dragon: Dispel Beneficial 5%/Rank
155	S	+	0	0	0	0	1	1	2	2	2	2	3	Darkness Dragon: Speed R4/R6/R10
155	c	#59	0	3	6	9	12	15	18	21	24	27	30	Darkness Dragon: Berserk on hit 3%/Rank
84	S	+	0	0	0	0	1	1	1	1	1	1	1	Goblin: Speed R4
85	S	+	0	0	0	0	1	1	1	1	1	1	2	Hobgoblin: Speed R4/R10
86	S	+	0	0	0	0	1	1	1	1	1	1	2	Wolf Rider: Speed R4/R10
87	S	+	0	0	0	0	1	1	1	1	1	1	2	Wolf Raider: Speed R4/R10
87	f	R	2	2	2	2	2	2	2	2	2	2	1	Wolf Raider: No Retaliation R7
88	S	+	0	0	0	0	1	1	1	1	1	1	1	Orc: Speed R4
88	i	=	0	0	0	0	0	0	0	0	0	0	1	Orc: No Range Penalty R9
89	S	+	0	0	0	0	1	1	1	1	1	1	1	Orc Chieftain: Speed R4
89	f	D	2	2	2	2	2	2	2	2	2	2	1	Orc Chieftain: Double Attack R5
89	i	=	0	0	0	0	0	0	0	0	0	0	1	Orc Chieftain: No Range Penalty R9
90	S	+	0	0	0	0	1	1	1	1	1	1	1	Ogre: Speed R4
90	e	=	0	0	0	10	15	20	25	30	35	40	50	Ogre: Double Damage Death Blow (50% at R10)
91	S	+	0	0	0	0	1	1	1	1	1	1	1	Ogre Magi: Speed R4
91	p	#43	0	0	0	4	7	10	13	16	19	22	25	Ogre Magi: Mass Bloodlust pre-attack 3%/Rank R3
91	e	=	0	0	0	4	8	12	16	20	24	28	35	Ogre Magi: Double Damage Death Blow (35% at R10)
92	a	#17	0	5	10	15	20	25	30	35	40	45	50	Roc: Lightning Bolt 5%/Rank
92	S	+	0	0	0	0	1	1	1	1	1	1	2	Roc: Speed R4/R10
93	a	#17	0	10	20	30	40	50	60	70	80	90	100	Thunderbird: Lightning Bolt 10%/Rank
93	S	+	0	0	0	0	1	1	2	2	2	2	3	Thunderbird: Speed R4/R6/R10
94	S	+	0	0	0	0	1	1	1	1	1	1	2	Cyclops: Speed R4/R10
94	p	#14	0	10	20	30	40	50	60	60	60	60	60	Cyclops: Earthquake pre-attack 10%/Rank to 60%
95	S	+	0	0	0	0	1	1	1	1	1	1	2	Cyclops King: Speed R4/R10
95	o	=	0	0	0	0	0	0	0	0	0	0	1	Cyclops King: No Obstacle Penalty R5
95	p	#14	0	10	20	30	40	50	60	60	60	60	60	Cyclops King: Earthquake pre-attack 10%/Rank to 60%
96	S	+	0	0	0	2	3	3	3	3	3	3	3	Behemoth: Speed R3/R4
96	w	E	0	0	0	0	0	0	0	0	0	0	1	Behemoth: Immune to Hostile Earth Spells R5
97	S	+	0	0	0	2	3	3	3	2	3	3	4	Ancient Behemoth: Speed R3/R4/R7/R8/R10
97	w	E	0	0	0	0	0	0	0	0	0	0	1	Ancient Behemoth: Immune to Hostile Earth Spells R5
97	f	f	0	0	0	0	0	0	0	0	1	1	1	Ancient Behemoth: Fearless R5
156	S	+	0	0	0	2	3	3	4	4	4	4	5	Ghost Behemoth: +2 Extra Speed R3/R4/R6/R10
156	w	B	0	0	0	0	0	0	0	0	0	1	1	Ghost Behemoth: Immune to Blind R8
156	w	D	0	0	0	0	0	0	0	0	0	0	1	Ghost Behemoth: Immune to Direct Damage Spells R7
98	S	+	0	0	0	0	1	1	1	1	1	1	1	Gnoll: Speed: R4
98	s	#49	0	0	0	0	0	0	1	1	1	2	2	Gnoll: Mirth R5/R9
99	S	+	0	0	0	0	1	1	1	1	1	1	1	Gnoll Marauder: Speed R4
99	s	#49	0	0	0	0	0	0	1	1	1	2	3	Gnoll Marauder: Mirth R5/R9
99	h	#15	0	2	4	6	8	10	12	14	16	18	20	Gnoll Marauder: Hatred Dmg-Centaur Captain
100	S	+	0	0	0	0	1	1	1	1	1	1	1	Lizardman: Speed R4
100	c	#71	0	5	10	15	20	25	30	35	40	45	50	Lizardman: Poison 5%/Rank
101	S	+	0	0	0	0	1	1	1	1	1	1	1	Lizard Warrior: Speed R4
101	f	D	2	2	2	2	2	2	2	2	2	2	1	Lizard Warrior: Double Strike R7
101	c	#71	0	5	10	15	20	25	30	35	40	45	50	Lizard Warrior: Poison 5%/Rank
104	H	+	0	1	2	4	5	7	8	10	11	13	14	Serpent Fly: Health
104	A	+	0	1	1	1	1	1	1	1	1	1	1	Serpent Fly: Attack R1
104	D	+	0	1	1	1	1	1	1	1	1	1	1	Serpent Fly: Defense R1
104	S	+	0	0	0	0	1	2	3	3	3	3	4	Serpent Fly: Speed R4/R5/R6/R10
104	R	+	0	0	0	0	0	1	1	2	2	3	4	Serpent Fly: Extra Retals R5/R7/R9/R10
105	H	+	0	1	2	4	5	7	8	10	11	13	14	Dragon Fly: Health
105	A	+	0	1	1	1	1	1	1	1	1	1	1	Dragon Fly: Attack R1
105	D	+	0	1	1	1	1	1	1	1	1	1	1	Dragon Fly: Defense R1
105	S	+	0	0	0	0	1	2	3	3	4	4	5	Dragon Fly: Speed R4/R5/R6/R8/R10
105	f	A	2	2	2	2	2	2	2	2	2	2	1	Dragon Fly: Attack All Adjacent R7
105	R	+	0	0	0	0	0	1	1	2	2	3	4	Dragon Fly: Extra Retals R5/R7/R9/R10
106	S	+	0	0	0	0	1	1	1	1	1	1	1	Basilisk: Speed R4
106	a	#70	0	3	6	9	12	15	18	21	24	27	30	Basilisk: Petrification +3%/Rank
107	S	+	0	0	0	0	1	1	1	1	1	1	2	Greater Basilisk: Speed R4/R10
107	a	#70	0	3	6	9	12	15	18	21	24	27	30	Greater Basilisk: Petrification +3%/Rank
102	S	+	0	0	0	0	1	1	1	1	1	1	1	Gorgon: Speed R4
102	F	=	0	0	0	0	0	0	0	0	0	0	1	Gorgon: Fear R10
103	S	+	0	0	0	0	1	1	1	1	1	1	2	Mighty Gorgon: Speed R4/R10
103	E	=	10	13	16	19	22	25	28	31	34	37	40	Mighty Gorgon: Death Stare +3%/Rank
103	F	=	0	0	0	0	0	0	0	0	0	0	1	Mighty Gorgon: Fear R10
108	D	+	0	1	1	1	1	2	2	2	2	3	3	Wyvern: Defense R1/R5/R9
108	S	+	0	0	0	0	1	2	3	3	4	4	5	Wyvern: Speed R4/R5/R6/R8/R10
108	c	#71	0	5	10	15	20	25	35	45	55	65	75	Wyvern: Poison
109	D	+	0	1	1	1	1	2	2	2	2	3	3	Wyvern Monarch: Defense R1/R5/R9
109	S	+	0	0	1	1	2	3	4	4	5	5	6	Wyvern Monarch: Speed R2/R4/R5/R6/R8/R10
109	W	+	0	5	10	15	20	25	30	35	40	45	50	Wywern Monarch: Magic Resistance +5%/Rank
109	c	#71	0	5	10	15	20	25	35	45	55	65	75	Wyvern Monarch: Poison
110	D	+	0	1	1	2	2	3	3	4	4	4	4	Hydra: Defense R1/R3/R5/R7
110	S	+	0	0	0	0	1	2	3	3	4	4	4	Hydra: Speed R4/R5/R6/R8
110	d	+	0	4	8	12	16	20	24	28	32	36	40	Hydra: Defending Bonus +4/Rank
110	w	B	0	0	0	0	0	0	0	0	0	0	1	Hydra: Immune to Blind R6
111	D	+	0	1	1	2	2	3	3	4	4	4	4	Chaos Hydra: Defense R1/R3/R5/R7
111	S	+	0	0	1	1	2	2	3	3	4	4	5	Chaos Hydra: Speed R2/R4/R6/R8/R10
111	d	+	0	4	8	12	16	20	24	28	32	36	40	Chaos Hydra: Defending Bonus +4/Rank
111	w	B	0	0	0	0	0	0	0	0	0	1	1	Chaos Hydra: Immune to Blind R6
111	f	f	0	0	0	0	0	0	0	0	0	0	1	Chaos Hydra: Fearless R5
157	D	+	0	1	1	2	2	3	3	4	4	4	4	Hell Hydra: Defense R1/R3/R5/R7
157	S	+	0	0	1	1	2	2	4	4	5	5	6	Hell Hydra: Speed R2/R4/R6/R8/R10
157	d	+	0	4	8	12	16	20	24	28	32	36	40	Hell Hydra: Defending Bonus +4/Rank
157	L	#49	0	5	10	15	20	25	30	35	40	45	50	Hell Hydra: Deflect 50% Damage 5%/Rank
157	w	F	0	0	0	0	0	0	0	0	0	0	1	Hell Hydra: Immune to Hostile Fire Spells R2
118	S	+	0	0	0	0	1	1	1	1	1	1	2	Pixie: Speed R4/R10
118	W	+	0	2	4	6	8	10	12	14	16	18	20	Pixie: Resistance 2%/Rank
119	S	+	0	0	0	0	1	1	1	1	1	1	2	Sprite: Speed R4/R10
119	W	+	0	2	4	6	8	10	12	14	16	18	20	Sprite: Resistance 2%/Rank
112	S	+	0	0	0	0	1	1	1	1	1	1	2	Air Elemental: Speed R4/R10
112	f	F	2	2	2	2	2	2	2	2	2	2	1	Air Elemental: Fly R3
127	S	+	0	0	0	0	1	1	1	1	1	1	2	Storm Elemental: Speed R4/R10
127	g	%	0	2	4	6	8	10	12	14	16	18	20	Storm Elemental: Reduce Spell Damage 2%/Rank
115	S	+	0	0	0	1	1	1	1	1	1	1	1	Water Elemental: Speed R4
123	S	+	0	0	0	1	1	1	1	1	1	1	2	Ice Elemental: Speed R4/R10
123	p	#16	0	1	2	3	4	5	6	7	8	9	10	Ice Elemental: 1% Ice Bolt/Rank
114	S	+	0	0	0	1	1	1	1	1	1	1	2	Fire Elemental: Speed R4/R10
114	w	0	0	0	0	0	0	0	0	0	0	0	1	Fire Elemental: No Immune Friendly Fire Spells R9
129	S	+	0	0	0	0	1	1	1	1	1	1	2	Energy Elemental: Speed R4/R10
129	s	#29	0	1	1	1	1	2	2	2	3	3	3	Energy Elemental: Fire Shield Expert R8
129	w	0	0	0	0	0	0	0	0	0	0	0	1	Energy Elemental: No Immune Friendly Fire Spells R10
113	S	+	0	0	0	0	1	1	1	1	1	1	1	Earth Elemental: Speed R4
113	w	S	0	0	0	0	0	0	0	0	0	0	1	Earth Elemental: Immune to Slow at R6
125	S	+	0	0	0	0	1	1	1	1	1	1	2	Magma Elemental: Speed R4/R10
125	u	#113	0	10	20	30	40	50	60	70	80	90	100	Magma Elemental: Summon Earth Elementals 10%/Rank
125	w	S	0	0	0	0	0	0	0	0	0	0	1	Magma Elemental: Immune to Slow at R7
120	S	+	0	0	0	0	1	1	1	1	1	1	2	Psychic Elemental: Speed R4/R10
120	c	#60	0	2	4	6	8	10	12	14	16	18	20	Psychic Elemental: Hypnotize 2%/Rank
121	S	+	0	0	0	0	1	1	1	1	1	1	2	Magic Elemental: Speed R4/R10
121	R	+	0	0	0	0	0	1	1	1	1	2	2	Magic Elemental: Extra Retaliations R5/R9
121	w	0	0	0	0	0	0	0	0	0	0	0	1	Magic Elemental: No Immune Beneficial Spells at L10
121	C	+	0	1	1	1	2	2	2	3	3	3	4	Magic Elemental: Mana Reduction R1/R4/R7/R10
130	S	+	0	0	0	0	1	1	2	2	2	2	3	Firebird: Speed R4/R6/R10
130	s	#49	0	1	1	2	2	2	3	3	3	6	6	Firebird: Mirth: +1 approx. every 3 Ranks
131	S	+	0	0	0	0	1	1	2	2	2	2	3	Phoenix: Speed R4/R6/R10
131	P	+	0	0	0	0	0	0	0	0	0	0	1	Phoenix: Extra Rebirth R10
158	S	+	0	0	0	0	1	1	2	2	2	2	3	Sacred Phoenix: Speed R4/R6/R10
158	P	+	0	0	0	1	1	1	1	2	2	2	3	Sacred Phoenix: Extra Rebirths R3/R7/R10
158	w	H	0	0	0	0	0	0	0	0	0	0	1	Sacred Phoenix: Immune to Hypnotize R8
116	S	+	0	0	0	0	1	1	1	1	1	1	1	Gold Golem: Speed R4
116	f	R	2	2	2	2	2	2	2	2	2	2	1	Gold Golem: No Retaliation R5
117	S	+	0	0	0	0	1	1	1	1	1	1	1	Diamond Golem: Speed R4
117	f	R	2	2	2	2	2	2	2	2	2	2	1	Diamond Golem: No Retaliation R5
132	S	+	0	0	0	0	1	1	2	2	2	2	3	Azure Dragon: Speed R4/R6/R10
132	w	5	0	0	0	0	0	0	0	0	0	0	1	Azure Dragon: Immune to Hostile L5 Spells R7
132	w	0	0	0	0	0	0	0	0	0	0	0	1	Azure Dragon: No Immunity to Friendly Spells R8
133	S	+	0	0	0	0	1	1	2	2	2	2	3	Crystal Dragon: Speed R4/R6/R10
133	b	=	0	3	6	9	12	15	18	21	24	27	30	Crystal Dragon: Reduce Defense 3%/Rank
133	f	P	2	2	2	2	2	2	2	2	2	2	1	Crystal Dragon: Immune to Mind Spells R8
134	S	+	0	0	0	0	1	1	2	2	2	2	3	Faerie Dragon: Speed R4/R6/R10
134	p	#65	0	5	10	15	20	25	30	35	40	45	50	Faerie Dragon: Clone Target 5%/Rank
135	S	+	0	0	0	0	1	1	2	2	2	2	3	Rust Dragon: Speed R4/R6/R10
135	h	#102	0	0	0	2	3	4	5	6	7	8	9	Rust Dragon: Hatred Dmg-Gorgon
135	h	#103	0	0	0	2	3	4	5	6	7	8	9	Rust Dragon: Hatred Dmg-Mighty Gorgon
135	r	#50	0	0	0	0	25	50	75	125	250	250	250	Rust Dragon: Regenerate 50% R4..R10
135	f	f	0	0	0	0	0	0	0	0	0	0	1	Rust Dragon: Fearless R5
136	S	+	0	0	0	0	1	1	1	1	1	1	2	Enchanter: Speed R4/R10
136	l	#35	0	5	10	15	20	25	0	0	0	0	0	Enchanter: Summon Clones of Arch Mage
136	l	#136	0	0	0	0	0	0	15	20	25	30	35	Enchanter: Summon Clones of Enchanter
136	w	1	0	0	0	0	0	0	0	1	1	1	1	Enchanter: Immune to Hostile L1 Spells R4
136	w	2	0	0	0	0	0	0	0	0	1	1	1	Enchanter: Immune to Hostile L2 Spells R6
136	w	3	0	0	0	0	0	0	0	0	0	1	1	Enchanter: Immune to Hostile L3 Spells R8
136	w	4	0	0	0	0	0	0	0	0	0	0	1	Enchanter: Immune to Hostile L4 Spells R10
137	S	+	0	0	0	0	1	1	1	1	1	1	2	Sharpshooter: Speed R4/R10
137	f	s	0	0	0	0	0	0	0	0	0	0	1	Sharpshooter: Unblockable Shooter R7
138	S	+	0	0	0	0	1	1	1	1	1	1	1	Halfling: Speed R4
138	s	#55	0	0	0	1	1	1	2	2	2	3	3	Halfling: Slayer R3/R6/R9
139	S	+	0	0	0	0	1	1	1	1	1	1	1	Peasant: Speed R4
139	U	#139	0	10	20	30	40	50	60	70	80	90	100	Peasant: Summon 10%/Rank Peasants every 4 rounds
140	S	+	0	0	0	0	1	1	1	1	1	1	2	Boar: Speed R4/R10
140	f	c	0	0	0	0	0	0	0	0	0	0	1	Boar: Champion Charge R3
140	c	#73	0	5	10	15	20	25	30	35	40	45	50	Boar: Disease 5%/Rank
141	S	+	0	0	0	0	1	1	1	1	1	1	1	Mummy: Speed R4
141	a	#42	0	2	4	6	8	10	12	14	16	18	20	Mummy: Mass Curse post-attack 2%/Rank
142	S	+	0	0	0	0	1	1	1	1	1	1	2	Nomad: Speed R4/R10
142	f	b	0	0	0	0	0	0	0	0	0	1	1	Nomad: Strike & Return R3
142	f	c	0	0	0	0	0	0	0	0	0	0	1	Nomad: Champion Charge R7
143	S	+	0	0	0	0	1	1	1	1	1	1	2	Rogue: Speed R4/R10
143	f	R	2	2	2	2	2	2	2	2	2	2	1	Rogue: No Retaliation R5
143	c	#71	0	0	0	0	0	0	0	20	30	40	50	Rogue: Poison R7/R8/R9/R10
144	S	+	0	0	0	0	1	1	1	1	1	1	2	Troll: Speed R4/R10
144	f	r	0	0	0	0	0	0	0	0	0	0	1	Troll: Phoenix Rebirth R3
144	P	+	0	0	0	1	1	1	1	2	2	2	3	Troll: # of Rebirths R3/R7/R10
159	H	+	0	0	0	0	0	0	0	0	0	0	0	Ghost: No Health Bonus
159	S	+	0	0	0	0	1	1	1	1	1	1	2	Ghost: Speed R4/R10
159	c	#50	0	5	10	15	20	25	30	35	40	45	50	Ghost: Sorrow post-attack 5%/Rank
159	w	S	0	0	0	0	0	0	0	0	0	0	1	Ghost: Immune to Slow R4
160	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Attack Bonus
160	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Maximum Damage Bonus
160	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of War: No Minimum Damage Bonus
160	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of War: Speed R4
160	s	#43	0	0	0	0	0	4	4	4	4	4	4	Emissary of War: Mass Bloodlust R5
160	s	#56	0	0	0	0	0	0	0	0	0	0	4	Emissary of War: Mass Frenzy R10
161	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Attack Bonus
161	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Maximum Damage Bonus
161	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Peace: No Minimum Damage Bonus
161	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Peace: Speed R4
161	s	#27	0	0	0	0	0	4	4	4	4	4	4	Emissary of Peace: Mass Shield R5
161	s	#28	0	0	0	0	0	0	0	0	0	0	4	Emissary of Peace: Mass Air Shield R10
162	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Attack Bonus
162	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Maximum Damage Bonus
162	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Mana: No Minimum Damage Bonus
162	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Mana: Speed R4
162	C	+	0	0	1	1	2	2	3	3	4	4	5	Emissary of Mana: Reduce Mana R2/R4/R6/R8/R10
163	A	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Attack Bonus
163	M	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Maximum Damage Bonus
163	m	+	0	0	0	0	0	0	0	0	0	0	0	Emissary of Lore: No Minimum Damage Bonus
163	S	+	0	0	0	0	1	1	1	1	1	1	1	Emissary of Lore: Speed R4
163	C	+	0	0	1	1	2	2	3	3	4	4	5	Emissary of Lore: Reduce Mana R2/R4/R6/R8/R10
164	S	+	0	0	0	0	1	1	1	1	1	1	1	Fire Messenger: Speed R4
164	k	#13	0	5	10	15	20	25	30	35	40	45	50	Fire Messenger: Fire Wall post-attack 5%/Rank
164	p	#66	0	2	4	6	8	10	12	14	16	18	20	Fire Messenger: Summon Fire Elemental 2%/Rank
165	S	+	0	0	0	0	1	1	1	1	1	1	1	Earth Messenger: Speed R4
165	a	#10	0	5	10	15	20	25	30	35	40	45	50	Earth Messenger: Quicksand post-attack 5%/Rank
165	p	#67	0	2	4	6	8	10	12	14	16	18	20	Earth Messenger: Summon Earth Elemental 2%/Rank
166	S	+	0	0	0	0	1	1	1	1	1	1	2	Air Messenger: Speed R4/R10
166	c	#47	0	5	10	15	20	25	30	35	40	45	50	Air Messenger: Disrupting Ray 5%/Rank
166	p	#69	0	2	4	6	8	10	12	14	16	18	20	Air Messenger: Summon Air Elemental 2%/Rank
167	S	+	0	0	0	0	1	1	1	1	1	1	1	Water Messenger: Speed R4
167	a	#16	0	5	10	15	20	25	30	35	40	45	50	Water Messenger: Ice Bolt post-attack 5%/Rank
167	p	#68	0	2	4	6	8	10	12	14	16	18	20	Water Messenger: Summon Water Elemental 2%/Rank
168	S	+	0	0	0	0	1	1	1	1	1	1	2	Gorynych: Speed R4/R10
168	f	f	0	0	0	0	0	0	0	0	0	0	1	Gorynych: Fearless R5
169	S	+	0	0	0	0	1	1	1	1	1	1	2	War Zealot: Speed R4/R10
169	w	m	0	0	0	0	0	0	0	0	0	1	1	War Zealot: Immune to Hostile Mind Spells R6
169	i	=	0	0	0	0	0	0	0	0	0	0	1	War Zealot: No Range Penalty R8
170	S	+	0	0	0	0	1	1	1	1	1	1	2	Arctic Sharpshooter: Speed R4/R10
170	f	s	0	0	0	0	0	0	0	0	0	0	1	Arctic Sharpshooter: Unblockable Shooter R7
170	w	C	0	0	0	0	0	0	0	0	1	1	1	Arctic Sharpshooter: Immune to Cold Spells R3
170	P	+	0	0	0	1	1	2	2	3	3	4	4	Arctic Sharpshooter: Extra Cast
171	S	+	0	0	0	0	1	1	1	1	1	1	2	Lava Sharpshooter: Speed R4/R10
171	f	s	0	0	0	0	0	0	0	0	0	0	1	Lava Sharpshooter: Unblockable Shooter R7
171	w	F	0	0	0	0	0	0	0	0	1	1	1	Lava Sharpshooter: Immune Hostile Fire Spells R3
171	P	+	0	0	0	1	1	2	2	3	3	4	4	Lava Sharpshooter: Extra Cast
172	S	+	0	0	0	0	1	1	1	1	1	1	2	Nightmare: Speed R4/R10
172	E	=	10	12	14	16	18	20	22	24	26	28	30	Nightmare: Death Stare +2%/Rank
172	F	=	0	0	0	0	0	0	0	0	0	0	1	Nightmare: Fear R7
173	S	+	0	0	0	0	1	1	1	1	1	1	1	Santa Gremlin: Speed R4
173	G	%	0	10	20	30	40	5	10	20	30	40	50	Santa Gremlins: Bonus Guards 10%/Rank
173	G	=	0	0	0	0	0	0	0	0	0	0	1	Santa Gremlins: Upgraded Guards R5
193	S	+	0	0	0	0	1	1	1	1	1	1	2	Sorceress: Speed R4/R10
193	p	#65	0	5	10	15	20	25	30	35	40	45	50	Sorceress: Clone Target pre-attack 5%/Rank
193	u	#136	0	2	4	6	8	10	12	14	16	18	20	Sorceress: Summon 2%/Rank Enchanters round 2
194	S	+	0	0	0	0	1	1	1	1	1	1	2	Dire Werewolf: Speed R4/R10
194	r	#50	0	4	8	12	16	20	24	28	32	36	40	Dire Werewolf: 50% chance of Regenerating 4 HP/Rank
194	h	#269	0	2	4	6	8	10	12	14	16	18	20	Dire Werewolf: Hatred Dmg-Templar 20%/Rank
195	S	+	0	0	0	0	1	1	1	1	1	1	2	Hell Steed: Speed R4/R10
195	a	#21	0	5	10	15	20	25	30	35	40	45	50	Hell Steed: Fireball after attack 5%/Rank
174	S	+	0	0	0	0	1	1	1	2	2	2	3	Paladin Monster: Speed R4/R7/R10
174	W	+	0	20	25	30	35	40	45	50	55	60	65	Paladin Monster: Magic Resist 20% R1+5%/Rank
174	f	c	2	1	1	1	1	1	1	1	1	1	1	Paladin Monster: Champion Charge R1
174	L	140	0	0	0	0	20	25	30	35	40	45	50	Paladin Monster: 40% to Deflect 20-50% Dmg R4
174	f	D	2	2	2	2	2	2	2	1	1	1	1	Paladin Monster: Strike Twice R7
174	f	R	2	2	2	2	2	2	2	2	2	2	1	Paladin Monster: No Retaliation R10
175	S	+	0	0	0	0	1	1	1	2	2	2	3	Hierophant Monster: Speed R4/R7/R10
175	W	+	0	20	25	30	35	40	45	50	55	60	65	Hierophant Monster: Magic Resist 20% R1+5%/Rank
175	w	m	0	1	1	1	1	1	1	1	1	1	1	Hierophant Monster: Immune to Hostile Mind Spells R1
175	r	100	0	0	0	0	50	60	70	80	90	100	110	Hierophant Monster: Regeneration 100% chance R4
175	a	#37	0	0	0	0	0	0	0	70	80	90	100	Hierophant Monster: Mass Cure after-att. 70%-100% R7
175	p	#48	0	10	20	30	40	50	60	70	80	90	100	Hierophant Monster: Mass Prayer pre-attack 10%/Rank
176	S	+	0	0	0	0	1	1	1	2	2	2	3	Temple Guardian Monster: Speed R4/R7/R10
176	W	+	0	20	25	30	35	40	45	50	55	60	65	Temple Guardian Monster: Magic Resist 20% R1+5%/Rank
176	p	#44	0	10	20	30	40	50	60	70	80	90	100	Temple Guardian: Mass Precision pre-att. 10%/Rank
176	C	+	0	0	0	0	1	1	2	2	3	3	4	Temple Guardian: Reduce Casting Cost R4/6/9/10
176	a	#28	0	0	0	0	0	0	0	20	40	60	80	Temple Guardian: Air Shield after-att. R7 20%/Rank
176	w	3	0	0	0	0	0	0	0	0	0	0	1	Temple Guardian: Immune to hostile L1-L3 Spells R10
177	S	+	0	0	0	0	1	1	1	2	2	2	3	Succubus Monster: Speed R4/R7/R10
177	W	+	0	20	25	30	35	40	45	50	55	60	65	Succubus Monster: Magic Resist 20% R1+5%/Rank
177	f	F	2	1	1	1	1	1	1	1	1	1	1	Succubus Monster: Flying R1
177	s	#29	0	0	0	0	1	1	2	2	3	3	3	Succubus Monster: Fire Shield R4
177	a	#60	0	0	0	0	0	0	0	25	30	35	40	Succubus Monser: Hypnotize after-attack 25%-40% R7
177	U	#48	0	0	0	0	0	0	0	0	0	0	100	"Succubus Monster: Summon Mult. Demons, Num=100% R10"
178	S	+	0	0	0	0	1	1	1	2	2	2	3	Soul Eater Monster: Speed R4/R7/R10
178	W	+	0	20	25	30	35	40	45	50	55	60	65	Soul Eater Monster: Magic Resist 20% R1+5%/Rank
178	f	U	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Undead R0
178	f	M	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: No Morale R0
178	f	P	1	1	1	1	1	1	1	1	1	1	1	Soul Eater Monster: Immune to Mind Spells R0
178	F	=	2	2	2	2	1	1	1	1	1	1	1	Soul Eater Monster: Fear R4
178	p	#24	0	0	0	0	0	0	0	10	20	30	40	Soul Eater: Death Ripple pre-attack 10%-40% R7
179	S	+	0	0	0	0	1	1	1	2	2	2	3	Brute Monster: Speed R4/R7/R10
179	W	+	0	20	25	30	35	40	45	50	55	60	65	Brute Monster: Magic Resist 20% R1+5%/Rank
179	f	f	2	1	1	1	1	1	1	1	1	1	1	Brute Monster: Fearless R1
179	s	#43	0	0	0	0	1	1	2	2	3	3	3	Brute Monster: Enchanted with Bloodlust R4/6/8/10
179	B	+	0	0	0	0	0	0	0	10	20	30	40	Brute Monster: Block 10%-40% R7
179	f	R	2	2	2	2	2	2	2	2	2	2	1	Brute Monster: No Retaliation R10
180	S	+	0	0	0	0	1	1	1	2	2	2	3	Ogre Leader Monster: Speed R4/R7/R10
180	W	+	0	20	25	30	35	40	45	50	55	60	65	Ogre Leader Monster: Magic Resist 20% R1+5%/Rank
180	f	m	0	1	1	1	1	1	1	1	1	1	1	Ogre Leader Monster: Always Positive Morale R1
180	c	#71	0	0	0	0	20	30	40	50	60	70	80	Ogre Leader Monster: Poison 20%-80% R4
180	e	+	0	0	0	0	0	0	0	10	20	30	40	Ogre Leader Monster: 2xDmg Deathblow 10%-40% R7
