Mon	B	Mod	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	Comments
152	w	0	0	0	0	1	1	1	1	1	1	1	1	Lord of Thunder: Not Immune Beneficial Mind Spells R3
152	w	A	0	0	0	0	0	1	1	1	1	1	1	Lord of Thunder: Immune to Hostile Air Spells R5
152	o	=	0	0	0	0	0	0	0	1	1	1	1	Lord of Thunder: No Obstacle Penalty R7
152	i	=	0	0	0	0	0	0	0	0	0	1	1	Lord of Thunder: No Range Penalty R9
42	S	+	0	0	0	0	0	1	1	1	1	1	2	Imp: Speed R5/R10
42	f	F	2	2	2	2	2	1	1	1	1	1	1	Imp: Flying R5/R6/R7/R8/R9/R10
42	h	#28	0	0	0	0	0	0	1	2	3	4	5	Imp: Hatred Dmg-Gremlin (50% R10)
42	h	#29	0	0	0	0	0	0	1	2	3	4	5	Familiar: Hatred Dmg-Master Gremlin (50% R10)
42	s	#51	0	1	1	1	1	2	2	2	3	3	3	Imp: Fortune R1/R5/R8  (Expert R8)
43	S	+	0	0	0	0	0	1	1	1	1	1	2	Familiar: Speed R5/R10
43	f	F	2	2	2	2	2	1	1	1	1	1	1	Familiar: Flying R5
43	h	#28	0	0	0	0	0	0	1	2	3	4	5	Imp: Hatred Dmg-Gremlin (50% R10)
43	h	#29	0	0	0	0	0	0	1	2	3	4	5	Familiar: Hatred Dmg-Master Gremlin (50% R10)
43	s	#51	0	1	1	1	1	2	2	2	3	3	3	Familiar: Fortune R1/R5/R8 (Expert R8)
44	S	+	0	0	0	0	1	1	1	1	1	1	1	Gog: Speed R4
44	s	#31	0	0	0	0	0	1	1	1	1	1	1	Gog: Protection from Fire R5 (30% Resistance)
44	f	D	2	2	2	2	2	2	2	1	1	1	1	Gog: Shoot Twice R7
44	i	=	0	0	0	0	0	0	0	0	1	1	1	Gog: No Range Penalty R8
45	S	+	0	0	0	0	1	1	1	1	1	1	2	Magog: Speed R4/R10
45	s	#31	0	0	0	0	0	1	1	1	1	1	1	Magog: Protection from Fire R5 (30% Resistance)
45	i	=	0	0	0	0	0	0	0	0	1	1	1	Magog: No Range Penalty R8
45	p	#21	0	5	10	15	20	25	30	35	40	45	50	Magog: Fireball pre-attack 5%/Rank
46	S	+	0	0	0	0	1	1	1	1	1	1	2	Hell Hound: Speed R4/R10
46	s	#31	0	0	0	1	1	1	1	1	2	2	2	Hell Hound: Protection from Fire R3=30% R8=50%
46	f	D	2	2	2	2	2	2	1	1	1	1	1	Hell Hound: Strike Twice R6
46	h	#4	0	0	0	0	0	0	1	2	3	4	5	Hell Hound: Hatred Dmg-Griffin (50% R10)
46	h	#5	0	0	0	0	0	0	1	2	3	4	5	Cerberus: Hatred Dmg-Royal Griffin (50% R10)
46	f	f	0	0	0	0	0	0	0	0	1	1	1	Hell Hound: Fearless R8
47	S	+	0	0	0	0	1	1	1	1	1	1	2	Cerberus: Speed R4/R10
47	s	#31	0	0	0	1	1	1	1	1	2	2	2	Cerberus: Protection from Fire R3=30% R8=50%
47	R	+	0	0	0	0	0	1	1	1	2	2	2	Cerberus: Retaliate Twice R8/R9/R10
47	h	#4	0	0	0	0	0	0	1	2	3	4	5	Hell Hound: Hatred Dmg-Griffin (50% R10)
47	h	#5	0	0	0	0	0	0	1	2	3	4	5	Cerberus: Hatred Dmg-Royal Griffin (50% R10)
47	a	#73	0	5	10	15	20	25	30	35	40	45	50	Cerberus: Disease post-attack 5%/Rank
47	f	f	0	0	0	0	0	0	0	0	1	1	1	Cerberus: Fearless R8
48	S	+	0	0	0	0	1	1	1	1	1	1	1	Demon: Speed R4
48	s	#31	0	1	1	1	1	1	1	2	2	2	2	Demon: Protection from Fire R1=30% R7=50%
48	L	#74	0	1	2	3	4	5	10	15	20	25	30	Demon: Deflect 75% of Dmg. (30% R10)
48	e	=	0	0	0	5	10	15	20	25	30	40	50	Demon: 2 x Dmg Death Blow (50% R10)
48	f	f	0	0	0	0	0	0	0	0	1	1	1	Demon: Fearless R8
49	S	+	0	0	0	0	1	1	1	1	1	1	2	Horned Demon: Speed R4/R10
49	s	#31	0	1	1	1	1	1	1	2	2	2	2	Horned Demon: Protection from Fire R1=30% R7=50%
49	L	#74	0	1	2	3	4	5	10	15	20	25	30	Horned Demon: Deflect 75% of Dmg. (30% R10)
49	e	=	0	0	0	5	10	15	20	25	30	40	50	Horned Demon: 2 x Dmg Death Blow (50% R10)
49	f	f	0	0	0	0	0	0	0	0	1	1	1	Horned Demon: Fearless R8
50	S	+	0	0	0	0	1	1	1	1	1	1	2	Pit Fiend: Speed R4/R10
50	s	#31	0	1	1	1	2	2	2	2	3	3	3	Pit Fiend: Protection from Fire R1=30% R5=50%
50	w	m	0	0	0	0	0	0	1	1	1	1	1	Pit Fiend: Immune to Hostile Mind Spells R6
50	f	D	2	2	2	2	2	2	2	1	1	1	1	Pit Fiend: Strike Twice R7
50	f	f	0	0	0	0	0	0	0	1	1	1	1	Pit Fiend: Fearless R7
50	u	#48	0	0	0	10	10	15	15	20	20	25	25	Pit Fiend: Summon Demons round 2 R3/R5/R7/R9
51	S	+	0	0	0	0	1	1	1	1	1	1	2	Pit Lord: Speed R4/R10
51	s	#31	0	1	1	1	2	2	2	2	3	3	3	Pit Lord: Protection from Fire R1=30% R5=50%
51	w	m	0	0	0	0	0	0	1	1	1	1	1	Pit Lord: Immune to Hostile Mind Spells R6
51	f	D	2	2	2	2	2	2	2	1	1	1	1	Pit Lord: Strike Twice R7
51	f	f	0	0	0	0	0	0	0	1	1	1	1	Pit Lord: Fearless R7
51	u	#49	0	0	0	5	5	10	10	15	15	20	20	Pit Lord: Summon Horned Demons round 2 R3/R5/R7/R9
52	S	+	0	0	0	0	1	1	1	1	1	1	2	Efreet: Speed R4/R10
52	w	m	0	0	0	0	0	1	1	1	1	1	1	Efreet: Immune to Hostile Mind Spells R5
52	f	f	0	0	0	0	0	1	1	1	1	1	1	Efreet: Fearless R5
52	h	#36	0	0	0	0	0	0	1	2	3	4	5	Efreet: Hatred Dmg-Genie (50% R10)
52	h	#37	0	0	0	0	0	0	1	2	3	4	5	Efreet Sultan: Hatred Dmg-Master Genie (50% R10)
52	s	#29	0	0	0	0	0	0	0	1	1	2	3	Efreet: Fire Shield R7/R9/R10 (Expert at R10)
52	p	#66	0	5	10	15	20	25	30	35	40	45	50	Efreet: Summon Fire Elemental pre-attack 5%/Rank
52	w	0	0	0	0	0	1	1	1	1	1	1	1	Efreet: No Immunity to Beneficial Fire Spells R5
53	S	+	0	0	0	0	1	1	2	2	2	2	3	Efreet Sultan: Speed R4/R6/R10
53	w	m	0	0	0	0	0	1	1	1	1	1	1	Efreet Sultan: Immune to Hostile Mind Spells R5
53	f	f	0	0	0	0	0	1	1	1	1	1	1	Efreet Sultan: Fearless R5
53	h	#36	0	0	0	0	0	0	1	2	3	4	5	Efreet: Hatred Dmg-Genie (50% R10)
53	h	#37	0	0	0	0	0	0	1	2	3	4	5	Efreet Sultan: Hatred Dmg-Master Genie (50% R10)
53	s	#29	0	0	0	0	0	0	0	0	0	0	5	Efreet Sultan: Mass Fire Shield R10
53	f	R	2	2	2	2	2	2	2	1	1	1	1	Efreet Sultan: No Retaliation R7
53	w	0	0	0	0	0	1	1	1	1	1	1	1	Efreet Sultan: Not Immune Beneficial Fire Spells R5
54	S	+	0	0	0	0	0	1	1	2	2	3	3	Devil: Speed R5/R7/R9
54	w	F	0	0	0	1	1	1	1	1	1	1	1	Devil: Immune to Hostile Fire Spells R3
54	w	E	0	0	0	0	0	0	0	1	1	1	1	Devil: Immune to Hostile Earth Spells R7
54	p	#52	0	5	10	15	20	25	30	35	40	45	50	Devil: Mass Misfortune pre-attack 5%/Rank
54	f	f	0	0	0	0	0	1	1	1	1	1	1	Devil: Fearless R5
54	w	m	0	0	0	0	0	0	0	1	1	1	1	Devil: Immune to Hostile Mind Spells R7
54	W	+	0	0	0	0	0	0	10	20	30	40	50	Devil: Magic Resistance R6 10%/Rank
55	S	+	0	0	0	0	0	1	1	2	2	3	4	Arch Devil: Speed R5/R7/R9/R10
55	w	F	0	0	0	1	1	1	1	1	1	1	1	Arch Devil: Immune to Hostile Fire Spells R3
55	w	E	0	0	0	0	0	0	0	1	1	1	1	Arch Devil: Immune to Hostile Earth Spells R7
55	f	f	0	0	0	0	0	1	1	1	1	1	1	Arch Devil: Fearless R5
55	c	#59	0	5	10	15	20	25	30	35	40	45	50	Arch Devil: Berserk post-attack 5%/Rank
55	w	m	0	0	0	0	0	0	0	0	1	1	1	Arch Devil: Immune to Hostile Mind Spells R8
55	W	+	0	0	0	0	0	0	10	20	30	40	50	Arch Devil: Magic Resistance R6 10%/Rank
153	S	+	0	0	0	0	0	1	2	2	3	4	5	Antichrist: Speed R5/R6/R8/R9/R10
153	w	F	0	0	0	1	1	1	1	1	1	1	1	Antichrist: Immune to Hostile Fire Spells R3
153	w	E	0	0	0	0	0	0	0	1	1	1	1	Antichrist: Immune to Hostile Earth Spells R7
153	w	m	0	0	0	0	0	0	0	0	1	1	1	Antichrist: Immune to Hostile Mind Spells R8
153	W	+	0	0	0	0	0	0	10	20	30	40	50	Antichrist: Magic Resistance R6 10%/Rank
153	p	#50	0	5	10	15	20	25	30	35	40	45	50	Antichrist: Mass Sorrow pre-attack 5%/Rank
56	S	+	0	0	0	0	0	0	0	0	1	1	1	Skeleton: Speed R8
56	s	#28	0	0	0	1	1	1	2	2 	2	2	2	Skeleton: Air Shield R3/R6
56	w	N	0	0	0	0	0	1	1	1	1	1	1	Skeleton: Immune to Dispel Beneficial Spells R5
56	w	P	0	0	0	0	0	0	0	1	1	0	0	Skeleton: Immune to all Regular Dispels R7-R8
56	w	p	0	0	0	0	0	0	0	0	0	1	1	Skeleton: Immune to Hostile Dispels R9
57	S	+	0	0	0	0	0	0	0	0	1	1	1	Skeleton Warrior: Speed R8
57	s	#28	0	0	0	1	1	1	2	2	2	2	2	Skeleton Warrior: Air Shield R3/R6
57	w	N	0	0	0	0	0	1	1	1	1	1	1	Skeleton Warrior: Immune to Dispel Beneficial Spells R5
57	w	P	0	0	0	0	0	0	0	1	1	0	0	Skeleton Warrior: Immune to all Regular Dispels R7-R8
57	w	p	0	0	0	0	0	0	0	0	0	1	1	Skeleton Warrior: Immune to Hostile Dispels R9
58	S	+	0	0	0	0	1	1	1	1	1	1	1	Walking Dead: Speed R4
58	K	#54	0	5	10	15	20	25	30	35	40	45	50	Walking Dead: Advanced Slow after attack 5%/Rank
58	w	1	0	0	0	0	0	1	1	1	1	1	1	Walking Dead: Immune to Hostile L1 Spells R5
59	S	+	0	0	0	0	1	1	1	1	1	1	1	Zombie: Speed R4
59	c	#73	0	8	16	24	32	40	48	56	64	72	80	Zombie: Disease +8%/Rank
59	w	1	0	0	0	0	0	1	1	1	1	1	1	Zombie: Immune to Hostile L1 Spells R5
60	S	+	0	0	0	0	1	1	1	1	1	1	1	Wight: Speed R4
60	J	#45	0	5	10	15	20	25	30	35	40	45	50	Wight: Advanced Weakness pre-attack 5%/Rank
60	W	+	0	6	12	18	24	30	36	42	48	54	60	Wight: 6% Magic Resistance/Rank
61	S	+	0	0	0	0	1	1	1	1	1	1	2	Wraith: Speed R4/R10
61	p	#52	0	5	10	15	20	25	30	35	40	45	50	Wraith: Mass Misfortune pre-attack 5%/Rank
61	W	+	0	6	12	18	24	30	36	42	48	54	60	Wraith: 6% Magic Resistance/Rank
62	S	+	0	0	0	0	1	1	1	1	1	1	2	Vampire: Speed R4/R10
62	b	=	0	5	10	15	20	25	30	35	40	45	50	Vampire: Reduce Target's Defense 5%/Rank
62	f	D	2	2	2	2	2	2	2	2	2	1	1	Vampire: Double Strike R9
63	S	+	0	0	0	0	1	1	1	1	1	1	2	Vampire Lord: Speed R4/R10
63	b	=	0	5	10	15	20	25	30	35	40	45	50	Vampire Lord: Reduce Target's Defense 5%/Rank
63	a	#60	0	2	4	6	8	10	12	14	16	18	20	Vampire Lord: Hypnotize 2%/Rank
64	S	+	0	0	0	0	1	1	1	1	1	1	2	Lich: Speed R4/R10
64	p	#24	0	5	10	15	20	25	30	35	40	45	50	Lich: Death Ripple pre-attack 5%/Rank
64	w	1	0	0	0	0	0	1	1	1	1	1	1	Lich: Immune to L1 Spells R5
64	w	2	0	0	0	0	0	0	0	0	0	1	1	Lich: Immune to L2 Spells R9
64	h	#34	0	1	2	3	4	5	6	7	8	9	10	Lich: Hatred Dmg-Mage
64	h	#35	0	1	2	3	4	5	6	7	8	9	10	Power Lich: Hatred Dmg-Arch Mage
65	S	+	0	0	0	0	1	1	1	1	1	1	2	Power Lich: Speed R4/R10
65	p	#24	0	5	10	15	20	25	30	35	40	45	50	Power Lich: Death Ripple pre-attack 5%/Rank
65	w	1	0	0	0	0	0	1	1	1	1	1	1	Power Lich: Immune to L1 Spells R5
65	w	2	0	0	0	0	0	0	0	0	0	1	1	Power Lich: Immune to L2 Spells R9
65	h	#34	0	1	2	3	4	5	6	7	8	9	10	Lich: Hatred Dmg-Mage
65	h	#35	0	1	2	3	4	5	6	7	8	9	10	Power Lich: Hatred Dmg-Arch Mage
66	S	+	0	0	0	0	1	1	1	1	1	1	2	Black Knight: Speed R4/R10
66	a	#78	0	10	20	30	40	50	60	70	80	90	100	Black Knight: Dispel Beneficial Spells 10%/Rank
66	f	R	2	2	2	2	2	2	2	1	1	1	1	Black Knight: No Retaliation R7
66	h	#10	0	1	2	3	4	5	6	7	8	9	10	Black Knight: Hatred Dmg-Cavalier
66	h	#11	0	1	2	3	4	5	6	7	8	9	10	Dread Knight: Hatred Dmg-Champion
67	S	+	0	0	0	0	1	1	1	1	1	1	2	Dread Knight: Speed R4/R10
67	e	=	20	28	36	44	52	60	68	76	84	92	100	Dread Knight: Death Blow +8%/Rank
67	f	R	2	2	2	2	2	2	2	1	1	1	1	Dread Knight: No Retaliation R7
67	h	#10	0	1	2	3	4	5	6	7	8	9	10	Black Knight: Hatred Dmg-Cavalier
67	h	#11	0	1	2	3	4	5	6	7	8	9	10	Dread Knight: Hatred Dmg-Champion
68	S	+	0	0	0	0	1	1	1	1	1	1	2	Bone Dragon: Speed R4/R10
68	s	#28	0	0	1	1	1	2	2	2	2	2	2	Bone Dragon: Air Shield R2/R5
68	f	D	2	2	2	2	2	2	2	1	1	1	1	Bone Dragon: Double Strike R7
68	w	F	0	0	0	1	1	1	1	1	1	1	1	Bone Dragon: Immune to Hostile Fire Spells R3
68	w	W	0	0	0	0	0	1	1	1	1	1	1	Bone Dragon: Immune to Hostile Water Spells R5
68	w	A	0	0	0	0	0	0	0	1	1	1	1	Bone Dragon: Immune to Hostile Air Spells R7
68	w	E	0	0	0	0	0	0	0	0	0	1	1	Bone Dragon: Immune to Hostile Earth Spells R9
69	S	+	0	0	0	0	1	1	2	2	2	2	3	Ghost Dragon: Speed R4/R6/R10
69	c	#75	0	8	16	24	32	40	48	56	64	72	80	Ghost Dragon: Aging +8%/Rank
69	F	=	0	0	0	0	0	1	1	1	1	1	1	Ghost Dragon: Fear R5
69	w	F	0	0	0	1	1	1	1	1	1	1	1	Ghost Dragon: Immune to Hostile Fire Spells R3
69	w	W	0	0	0	0	0	1	1	1	1	1	1	Ghost Dragon: Immune to Hostile Water Spells R5
69	w	A	0	0	0	0	0	0	0	1	1	1	1	Ghost Dragon: Immune to Hostile Air Spells R7
69	w	E	0	0	0	0	0	0	0	0	0	1	1	Ghost Dragon: Immune to Hostile Earth Spells R9
154	S	+	0	0	0	0	1	1	2	2	2	2	3	Blood Dragon: Speed R4/R6/R10
154	c	#75	0	8	16	24	32	40	48	56	64	72	80	Blood Dragon: Aging +8%/Rank
154	F	=	0	0	0	0	0	1	1	1	1	1	1	Blood Dragon: Fear R5
154	w	F	0	0	0	1	1	1	1	1	1	1	1	Blood Dragon: Immune to Hostile Fire Spells R3
154	w	W	0	0	0	0	0	1	1	1	1	1	1	Blood Dragon: Immune to Hostile Water Spells R5
154	w	A	0	0	0	0	0	0	0	1	1	1	1	Blood Dragon: Immune to Hostile Air Spells R7
154	w	E	0	0	0	0	0	0	0	0	0	1	1	Blood Dragon: Immune to Hostile Earth Spells R9
70	S	+	0	0	0	0	1	1	1	1	1	1	1	Troglodyte: Speed R4
70	c	#54	0	3	6	9	12	15	18	21	24	27	30	Troglodyte: Slow on hit 3%/Rank
70	h	#118	0	1	1	2	2	3	3	4	4	5	6	Troglodyte: Hatred Dmg-Pixie
70	h	#119	0	1	1	2	2	3	3	4	4	5	6	Troglodyte: Hatred Dmg-Sprite
71	S	+	0	0	0	0	1	1	1	1	1	1	1	Infernal Troglodyte: Speed R4
71	w	F	0	0	0	0	0	0	0	1	1	1	1	Infernal Troglodyte: Immune to Hostile Fire Spells R7
71	h	#118	0	1	1	2	2	3	3	4	4	5	6	Infernal Troglodyte: Hatred Dmg-Pixie
71	h	#119	0	1	1	2	2	3	3	4	4	5	6	Infernal Troglodyte: Hatred Dmg-Sprite
72	S	+	0	0	0	0	1	1	1	1	1	1	2	Harpy: Speed R4/R10
72	s	#51	0	0	0	0	1	1	1	2	2	2	2	Harpy: Fortune R4/R7
72	c	#42	0	5	10	15	20	25	30	35	40	45	50	Harpy: Curse 5%/Rank
73	S	+	0	0	0	0	1	1	1	1	1	1	2	Harpy Hag: Speed R4/R10
73	s	#51	0	0	0	0	1	1	1	2	2	2	2	Harpy Hag: Fortune R4/R7
73	c	#73	0	5	10	15	20	25	30	35	40	45	50	Harpy Hag: Disease 5%/Rank
74	S	+	0	0	0	0	1	1	1	1	1	1	1	Beholder: Speed R4
74	c	#61	0	5	10	15	20	25	30	35	40	45	50	Beholder: Forgetfulness 5%/Rank
74	o	+	0	0	0	0	0	0	0	1	1	1	1	Beholder: No Obstacle Penalty R7
75	S	+	0	0	0	0	1	1	1	1	1	1	2	Evil Eye: Speed R4/R10
75	w	m	0	0	0	0	0	0	0	1	1	1	1	Evil Eye: Immune to Hostile Mind Spells R7
76	S	+	0	0	0	0	1	1	1	1	1	1	1	Medusa: Speed R4
76	a	#70	0	0	0	5	5	10	10	15	20	25	30	Medusa: Petrify bonus R3/R5/R7/R8/R9/R10
76	O	+	0	1	1	1	2	2	2	3	3	3	4	"Medusa: Extra Shots +1/Three Ranks, +1 R10"
77	S	+	0	0	0	0	1	1	1	1	1	1	2	Medusa Queen: Speed R4/R10
77	i	+	0	0	0	0	0	0	0	1	1	1	1	Medusa Queen: No Range Penalty R7
77	O	+	0	1	1	1	2	2	2	3	3	3	4	"Medusa Queen: Extra Shots +1/3 Ranks, +1 R10"
78	S	+	0	0	0	0	1	1	1	1	1	1	2	Minotaur: Speed R4/R10
78	f	R	2	2	2	2	2	2	2	2	1	1	1	Minotaur: No Retaliation R8
78	b	=	0	4	8	12	16	20	24	28	32	36	40	Minotaur: Reduces Enemy Defence 4%/Rank
79	S	+	0	0	0	0	1	1	1	1	1	1	2	Minotaur King: Speed R4/R10
79	e	+	0	3	6	9	12	15	18	21	24	27	30	Minotaur King: Double Damage Death Blow 3%/Rank
79	s	#49	0	0	0	0	0	2	2	2	2	2	2	Minotaur King: Expert Mirth R5
80	S	+	0	0	0	0	1	1	1	1	1	1	2	Manticore: Speed R4/R10
80	R	+	0	0	0	0	0	1	1	1	1	1	2	Manticore: Extra Retaliations R5/R10
80	c	#71	0	5	10	15	20	25	30	35	40	45	50	Manticore: Poison 5%/Rank
81	S	+	0	0	0	0	1	1	2	2	2	2	3	Scorpicore: Speed R4/R6/R10
81	a	#74	0	0	0	0	0	5	5	10	10	15	20	Scorpicore: Paralyze bonus R5/R7/R9/R10
81	c	#80	0	5	10	15	20	25	30	35	40	45	50	Scorpicore: Acid Breath 5%/Rank
82	S	+	0	0	0	0	1	1	2	2	2	2	3	Red Dragon: Speed R4/R6/R10
82	h	#40	5	7	9	11	13	15	17	19	21	23	25	Red Dragon: Hatred Dmg-Giant +20%/Rank
82	h	#41	5	7	9	11	13	15	17	19	21	23	25	Red Dragon: Hatred Dmg-Titan +20%/Rank
82	f	f	0	0	0	0	0	1	1	1	1	1	1	Red Dragon: Fearless R5
82	w	0	0	0	0	0	0	0	0	0	1	1	1	Red Dragon: No Immunity to Friendly Spells R8
83	S	+	0	0	0	0	1	1	2	2	2	2	3	Black Dragon: Speed R4/R6/R10
83	h	#40	5	7	9	11	13	15	17	19	21	23	25	Black Dragon: Hatred Dmg-Giant +20%/Rank
83	h	#41	5	7	9	11	13	15	17	19	21	23	25	Black Dragon: Hatred Dmg-Titan +20%/Rank
83	F	+	0	0	0	0	0	0	0	0	1	1	1	Black Dragon: Fear R8
83	c	#78	0	5	10	15	20	25	30	35	40	45	50	Black Dragon: Dispel Beneficial 5%/Rank
83	f	f	0	0	0	0	0	1	1	1	1	1	1	Black Dragon: Fearless R5
83	w	0	0	0	0	0	0	0	0	0	1	1	1	Black Dragon: No Immunity to Friendly Spells R8
155	S	+	0	0	0	0	1	1	2	2	2	2	3	Darkness Dragon: Speed R4/R6/R10
155	h	#152	5	6	7	8	9	10	12	14	16	18	20	Darkness Dragon: Hatred Dmg-Lord of Thunder
155	f	R	0	0	0	0	0	0	0	1	1	1	1	Darkness Dragon: No Retaliation R7
155	c	#59	0	3	6	9	12	15	18	21	24	27	30	Darkness Dragon: Berserk on hit 3%/Rank
155	w	0	0	0	0	0	0	0	0	0	1	1	1	Darkness Dragon: No Immunity to Friendly Spells R8
155	f	b	0	0	0	0	0	1	1	1	1	1	1	Darkness Dragon: Attack & Return R5
84	S	+	0	0	0	0	1	1	1	1	1	1	1	Goblin: Speed R4
84	f	D	2	2	2	2	2	2	2	1	1	1	1	Goblin: Double Strike R7
84	h	#16	0	1	2	3	4	5	5	5	5	5	5	Goblin: Hatred Dmg-Dwarf
84	h	#17	0	1	2	3	4	5	5	5	5	5	5	Goblin: Hatred Dmg-Battle Dwarf
85	S	+	0	0	0	0	1	1	1	1	1	1	2	Hobgoblin: Speed R4/R10
85	f	D	2	2	2	2	2	2	2	1	1	1	1	Hobgoblin: Double Strike R7
85	h	#16	0	1	2	3	4	5	5	5	5	5	5	Hobgoblin: Hatred Dmg-Dwarf
85	h	#17	0	1	2	3	4	5	5	5	5	5	5	Hobgoblin: Hatred Dmg-Battle Dwarf
86	S	+	0	0	0	0	1	1	1	1	1	1	2	Wolf Rider: Speed R4/R10
86	f	R	2	2	2	2	2	2	2	1	1	1	1	Wolf Rider: No Retaliation R7
87	S	+	0	0	0	0	1	1	1	1	1	1	2	Wolf Raider: Speed R4/R10
87	f	R	2	2	2	2	2	2	2	1	1	1	1	Wolf Raider: No Retaliation R7
88	S	+	0	0	0	0	1	1	1	1	1	1	1	Orc: Speed R4
88	f	D	2	2	2	2	2	1	1	1	1	1	1	Orc: Double Strike R5
88	i	=	0	0	0	0	0	0	0	0	0	1	1	Orc: No Range Penalty R9
88	h	#18	0	1	2	3	4	5	5	5	5	5	5	Orc: Hatred Dmg-Wood Elf
88	h	#19	0	1	2	3	4	5	5	5	5	5	5	Orc: Hatred Dmg-Grand Elf
89	S	+	0	0	0	0	1	1	1	1	1	1	1	Orc Chieftain: Speed R4
89	f	D	2	2	2	2	2	1	1	1	1	1	1	Orc Chieftain: Double Attack R5
89	i	=	0	0	0	0	0	0	0	0	0	1	1	Orc Chieftain: No Range Penalty R9
89	h	#18	0	1	2	3	4	5	5	5	5	5	5	Orc Chieftain: Hatred Dmg-Wood Elf
89	h	#19	0	1	2	3	4	5	5	5	5	5	5	Orc Chieftain: Hatred Dmg-Grand Elf
90	S	+	0	0	0	0	1	1	1	1	1	1	1	Ogre: Speed R4
90	L	#74	0	2	5	7	10	12	15	17	20	22	25	Ogre: Deflect 75% dmg. 2.5%/Rank to 25%
90	e	=	0	0	0	10	15	20	25	30	35	40	50	Ogre: Double Damage Death Blow (50% at R10)
91	S	+	0	0	0	0	1	1	1	1	1	1	1	Ogre Magi: Speed R4
91	L	#74	0	2	5	7	10	12	15	17	20	22	25	Ogre Magi: Deflect 75% dmg. 2.5%/Rank to 25%
91	p	#43	0	0	0	4	7	10	13	16	19	22	25	Ogre Magi: Mass Bloodlust pre-attack 3%/Rank R3
91	e	=	0	0	0	4	8	12	16	20	24	28	35	Ogre Magi: Double Damage Death Blow (35% at R10)
92	r	#100	0	9	18	27	36	45	54	63	72	81	90	Roc: Regeneration 9HP/Rank
92	a	#17	0	5	10	15	20	25	30	35	40	45	50	Roc: Lightning Bolt 5%/Rank
92	S	+	0	0	0	0	1	1	1	1	1	1	2	Roc: Speed R4/R10
93	r	#100	0	9	18	27	36	45	54	63	72	81	90	Thunderbird: Regeneration 9HP/Rank
93	a	#17	0	5	10	15	20	25	30	35	40	45	50	Thunderbird: Lightning Bolt 5%/Rank
93	S	+	0	0	0	0	1	1	2	2	2	2	3	Thunderbird: Speed R4/R6/R10
94	S	+	0	0	0	0	1	1	1	1	1	1	2	Cyclops: Speed R4/R10
94	o	=	0	0	0	0	0	1	1	1	1	1	1	Cyclops: No Obstacle Penalty R5
94	i	=	0	0	0	0	0	0	0	1	1	1	1	Cyclops: No Range Penalty R7
94	p	#14	0	10	20	30	40	50	60	60	60	60	60	Cyclops: Earthquake pre-attack 10%/Rank to 60%
95	S	+	0	0	0	0	1	1	1	1	1	1	2	Cyclops King: Speed R4/R10
95	o	=	0	0	0	0	0	1	1	1	1	1	1	Cyclops King: No Obstacle Penalty R5
95	i	=	0	0	0	0	0	0	0	1	1	1	1	Cyclops King: No Range Penalty R7
95	p	#14	0	10	20	30	40	50	60	60	60	60	60	Cyclops King: Earthquake pre-attack 10%/Rank to 60%
96	S	+	0	0	0	2	3	3	3	3	3	3	3	Behemoth: Speed R3/R4
96	F	=	0	0	0	0	0	1	1	1	1	1	1	Behemoth: Fear R5
96	f	D	2	2	2	2	2	2	2	1	1	1	1	Behemoth: Double Attack R7
96	w	E	0	0	0	0	0	1	1	1	1	1	1	Behemoth: Immune to Hostile Earth Spells R5
96	f	f	0	0	0	0	0	1	1	1	1	1	1	Behemoth: Fearless R5
96	w	B	0	0	0	0	0	0	0	0	1	1	1	Behemoth: Immune to Blind R8
97	S	+	0	0	0	2	3	3	3	2	3	3	4	Ancient Behemoth: Speed R3/R4/R7/R8/R10
97	F	=	0	0	0	0	0	1	1	1	1	1	1	Ancient Behemoth: Fear R5
97	f	D	2	2	2	2	2	2	2	1	1	1	1	Ancient Behemoth: Double Attack R7
97	w	E	0	0	0	0	0	1	1	1	1	1	1	Ancient Behemoth: Immune to Hostile Earth Spells R5
97	f	f	0	0	0	0	0	1	1	1	1	1	1	Ancient Behemoth: Fearless R5
97	w	B	0	0	0	0	0	0	0	0	1	1	1	Ancient Behemoth: Immune to Blind R8
156	S	+	0	0	0	2	3	3	4	4	4	4	5	Ghost Behemoth: +2 Extra Speed R3/R4/R6/R10
156	F	=	0	0	0	0	0	1	1	1	1	1	1	Ghost Behemoth: Fear R5
156	f	D	2	2	2	2	2	2	2	1	1	1	1	Ghost Behemoth: Double Attack R7
156	w	B	0	0	0	0	0	0	0	0	1	1	1	Ghost Behemoth: Immune to Blind R8
156	w	D	0	0	0	0	0	0	0	1	1	1	1	Ghost Behemoth: Immune to Direct Damage Spells R7
98	S	+	0	0	0	0	1	1	1	1	1	1	1	Gnoll: Speed: R4
98	s	#49	0	0	0	0	0	1	1	1	1	2	2	Gnoll: Mirth R5/R9
98	h	#14	0	2	4	6	8	10	12	14	16	18	20	Gnoll: Hatred Dmg-Centaur
98	h	#15	0	2	4	6	8	10	12	14	16	18	20	Gnoll Marauder: Hatred Dmg-Centaur Captain
99	S	+	0	0	0	0	1	1	1	1	1	1	1	Gnoll Marauder: Speed R4
99	s	#49	0	0	0	0	0	1	1	1	1	2	2	Gnoll Marauder: Mirth R5/R9
99	h	#14	0	2	4	6	8	10	12	14	16	18	20	Gnoll: Hatred Dmg-Centaur
